tx_name,gene_id,nexon,tx_len,utr5_len,utr3_len
NM_164440,117500,2,1185,0,0
NM_164441,326176,1,2076,40,14
NM_001370002,33359,5,2075,22,232
NM_001370001,33359,5,1971,22,131
NM_134779,33360,2,882,111,165
NR_047872,12797877,1,115,0,0
NR_073688,14462662,1,403,0,0
NR_073689,14462663,2,684,0,0
NM_001258914,33363,11,3570,558,219
NM_164444,33363,12,3678,558,219
NM_001272955,33363,13,3846,726,219
NM_001316377,33366,1,1207,41,407
NM_134785,33366,1,958,41,158
NM_001272959,50192,1,560,57,155
NM_144097,50192,1,485,57,80
NM_001032047,3772423,3,798,65,25
NM_001272961,326152,2,2881,228,688
NM_001272962,326152,2,2881,228,556
NM_134787,326152,2,2881,228,817
NM_001272960,326152,2,3051,422,817
NM_134789,33370,5,4294,143,1079
NM_164446,33373,5,1560,70,194
NM_164445,33373,5,1575,106,194
NM_164447,246672,2,727,8,365
NM_001014457,246672,2,403,8,41
NM_001014458,3346207,7,2777,698,672
NM_144096,50191,2,350,47,141
NR_163225,39877416,1,125,0,0
NM_144381,53544,2,3206,105,116
NM_001144294,7354375,1,857,18,47
NR_124025,19835189,1,865,0,0
NM_001272973,3346208,8,3160,528,1063
NM_001014459,3346208,8,2998,435,994
NM_001272972,3346208,8,2733,435,729
NM_001272975,33385,2,1867,30,1024
NM_134801,33385,2,964,30,121
NM_001272976,326153,15,5401,156,319
NM_134802,326153,15,5404,156,319
NM_164454,326153,15,5401,156,319
NM_001272977,33388,2,1907,251,603
NM_134803,33388,2,1707,251,403
NM_164457,33392,4,4266,386,1681
NM_001272979,33392,5,4936,1056,1681
NM_078731,33392,4,4879,999,1681
NM_001272980,33392,4,4181,609,1373
NM_001272981,33392,4,3936,999,738
NR_073693,14462667,1,996,0,0
NR_124027,19835529,2,598,0,0
NM_001258916,33394,4,1292,123,509
NM_001272982,33394,4,1586,123,509
NM_134808,33394,4,1583,123,509
NM_164458,33394,4,1289,123,509
NM_001272984,5740746,3,303,67,47
NM_001103584,5740746,3,298,62,47
NM_001258917,5740746,3,295,59,47
NM_001272983,5740746,3,866,630,47
NM_001103585,33395,9,1963,138,52
NM_001103586,318891,9,2094,196,131
NM_134810,33396,5,2635,196,675
NM_001272985,33396,5,2263,196,303
NM_001201752,33397,4,1044,128,232
NM_001272986,33397,4,1035,128,232
NM_057592,33397,4,1196,280,232
NM_001272987,33398,2,1282,86,359
NM_134811,33398,2,1285,86,359
NM_001144295,7354476,2,691,104,323
NM_144094,50188,2,691,385,72
NM_001103588,33403,2,693,89,253
NR_073695,14462669,2,794,0,0
NM_001272988,33409,7,4827,303,942
NM_001272989,33409,7,4155,303,156
NM_134820,33409,7,4155,303,270
NM_134816,33404,2,1114,44,56
NM_164466,318044,2,1018,19,42
NM_164467,318883,2,1108,91,57
NM_078732,33406,1,845,5,102
NM_001272991,59224,1,832,11,74
NM_164469,59224,1,770,11,12
NM_134818,33407,1,875,10,97
NR_124028,19835400,1,366,0,0
NR_124029,19835763,1,335,0,0
NM_001038782,3885620,3,967,10,36
NM_001272992,59226,1,1035,47,250
NM_164472,59226,1,842,47,57
NR_073698,14462671,2,1267,0,0
NR_073699,14462671,2,559,0,0
NR_073700,14462671,2,1219,0,0
NR_073702,14462672,2,1130,0,0
NR_073701,14462672,2,778,0,0
NM_164473,318882,1,949,29,125
NM_001201753,10178951,3,765,15,354
NM_134822,33411,1,914,209,126
NM_134823,33412,1,475,76,105
NM_001272993,33412,2,454,55,105
NM_001014461,33414,7,1783,764,122
NM_001272994,33414,6,1628,609,122
NM_134825,33414,6,1647,665,85
NM_078733,33418,6,2182,257,1265
NM_164477,33418,6,2491,566,1265
NM_001272998,33418,6,1775,274,841
NM_164475,33418,6,1765,264,841
NM_001272996,33418,6,1785,284,841
NM_164478,33418,6,1739,238,841
NM_001272997,33418,6,1772,275,837
NM_164479,33418,6,1719,222,837
NM_164476,33418,6,1871,370,841
NM_001273001,33420,3,1229,98,117
NM_134830,33420,3,1223,98,117
NM_001201755,33421,4,1099,36,55
NM_001273002,33421,5,1210,147,55
NM_134831,33421,5,1223,160,55
NR_124030,19835859,2,549,0,0
NM_001273006,33426,2,971,90,71
NM_001273007,33426,2,941,90,71
NM_134836,33426,2,977,90,71
NM_001273009,14462673,1,1112,54,278
NM_001273008,14462673,1,874,54,40
NM_134838,33429,4,1790,420,260
NM_164482,326178,1,1362,99,144
NM_164483,326178,2,1167,186,69
NM_001103589,5740554,3,1052,0,17
NM_001273011,5740813,3,1263,40,53
NM_001103590,5740813,3,1472,249,53
NR_124031,19835130,1,832,0,0
NR_124032,19835788,1,1335,0,0
NM_001144297,33434,5,4220,151,2149
NM_205892,33434,5,2197,151,126
NR_124033,19835730,1,285,0,0
NM_134842,33436,2,883,81,94
NR_073703,14462675,1,571,0,0
NM_134843,33437,2,1511,71,252
NM_001273014,33438,6,1997,54,422
NM_134844,33438,6,1595,54,20
NM_134845,33439,6,1844,28,199
NM_001103591,5740299,3,1484,71,873
NM_058092,33440,3,1484,612,47
NM_001298637,33441,2,1335,33,171
NM_134846,33441,2,1654,352,171
NM_001144298,33443,5,618,34,155
NM_134848,33443,4,621,93,99
NM_001273015,33443,5,677,149,99
NM_001273017,33445,8,2868,159,501
NM_134850,33445,8,2711,159,344
NR_124034,19836148,2,843,0,0
NR_124035,19835162,1,689,0,0
NR_124036,19835239,1,2531,0,0
NR_156779,36786379,1,872,0,0
NM_134853,33448,1,1144,75,109
NM_001273020,318892,3,3930,123,1596
NM_175950,318892,2,3995,123,80
NM_134856,33454,3,994,30,46
NM_001273026,33459,3,1429,10,1110
NM_134860,33459,3,1440,10,83
NM_057328,33461,3,1486,106,132
NM_001273030,33461,4,1893,513,132
NM_001273027,33461,4,1860,480,132
NM_001273028,33461,4,1867,487,132
NM_001273029,33461,4,1865,485,132
NR_124037,19836120,1,237,0,0
NM_001032050,3771966,1,1251,453,123
NM_164499,3772677,1,1251,30,816
NM_001273033,33466,4,2025,172,890
NM_134865,33466,4,1372,163,228
NM_058070,33468,1,560,68,51
NM_057873,33470,1,1480,504,55
NM_205894,33470,1,1449,501,27
NM_134868,33472,2,824,41,54
NM_001298639,33473,12,5872,442,4011
NM_205897,33473,10,5196,76,3701
NM_164502,33473,10,5110,91,3600
NM_001273036,33473,9,4548,442,3593
NM_001298638,33473,11,3990,442,2126
NM_001370000,33473,12,4593,442,3155
NM_078736,33473,11,3993,442,2126
NM_164501,33473,11,3987,442,2126
NM_001103593,33476,5,1194,71,70
NM_001273039,33477,10,5285,299,372
NM_134871,33477,10,5336,350,372
NM_134872,33478,1,1961,2,54
NM_134873,33479,4,1193,45,80
NM_164504,33479,3,682,45,82
NR_124038,19836251,2,202,0,0
NM_134876,33482,3,1813,0,46
NM_134877,33483,2,1073,23,18
NM_134878,33484,2,1217,15,158
NM_134880,33486,5,2213,504,743
NM_001273040,33486,5,2395,929,500
NM_164505,33486,5,1933,467,500
NM_164511,33489,5,2639,817,544
NM_078739,33493,3,861,95,97
NM_164514,33495,3,2182,842,524
NM_001273043,33495,3,2291,192,524
NM_164513,33495,4,2111,192,524
NM_164515,33495,4,2107,767,524
NM_058022,33495,4,2095,186,523
NM_058019,33499,1,1346,68,312
NM_001298641,33499,1,1136,68,102
NM_001144304,33500,4,2551,211,219
NM_057493,33500,5,2470,211,219
NM_134887,33502,2,1933,77,248
NM_164518,33502,3,1669,89,248
NM_001298643,33504,1,878,83,135
NM_134889,33504,1,763,83,20
NM_001273046,33505,7,6463,203,614
NM_001258922,33505,7,6216,36,477
NM_057849,33505,7,6332,203,477
NM_057313,33507,6,2878,50,473
NM_001169384,33510,7,1438,200,335
NM_164520,33510,7,1520,282,335
NM_001273048,33510,6,1118,124,91
NM_134891,33510,7,1251,257,91
NM_134893,33512,3,1714,127,477
NM_001273050,33514,5,2684,81,353
NM_134895,33514,5,2403,81,72
NR_073707,14462680,1,492,0,0
NM_001273051,33517,6,2854,106,126
NM_001273052,33517,6,2857,106,126
NM_134898,33517,6,2863,106,126
NM_001273053,33518,1,1771,113,152
NM_134899,33518,1,1911,253,152
NM_134901,33520,3,871,92,305
NM_001273058,33526,6,4265,373,1369
NM_164526,33526,6,4854,503,1369
NM_001042864,33526,9,4787,580,1369
NM_001273059,33526,9,4787,580,1225
NM_001273061,33526,8,4628,580,1369
NM_057805,33526,11,8297,439,1369
NM_001103594,33526,4,2525,63,413
NM_164525,33526,7,3121,136,318
NM_001273060,33526,8,3266,137,318
NM_164524,33526,9,3410,137,318
NM_001273062,33528,3,762,164,247
NM_134906,33528,3,458,37,70
NM_001273063,33529,4,3262,321,1363
NM_057669,33529,4,2691,356,967
NM_134910,33535,1,1273,141,94
NM_001298647,318888,2,569,15,98
NM_164529,318888,2,491,15,20
NM_134909,33534,13,2955,663,216
NM_001298649,33534,13,2466,252,138
NR_124040,19836256,1,309,0,0
NR_124041,19835261,1,370,0,0
NR_124042,19835718,1,1547,0,0
NM_001298651,33539,6,2653,107,155
NM_001298652,33539,5,2206,107,155
NM_134914,33539,6,2656,107,155
NM_164531,33539,5,2216,171,155
NM_001258924,33540,7,2936,1021,88
NM_134915,33540,6,2953,873,1228
NM_164532,33540,7,2438,520,88
NM_164533,33540,7,2973,1055,88
NM_134916,33541,8,3062,223,412
NM_001273066,33544,8,2292,66,654
NM_134919,33544,7,1727,66,89
NM_079909,43895,9,4397,561,782
NM_134924,43895,9,5149,1313,782
NM_205900,43895,9,4514,678,782
NM_001258927,33552,8,4936,443,2078
NM_001103599,33552,10,5567,72,2078
NM_001103601,33552,11,5870,72,2078
NM_205901,33552,11,6208,380,2078
NM_001103598,33552,10,6042,325,2078
NM_134926,33552,10,6024,325,2078
NM_001103602,33553,5,1859,303,113
NM_001273067,33553,5,1889,303,125
NM_001273068,33554,2,846,118,278
NM_134928,33554,2,795,118,227
NR_124045,19834822,1,416,0,0
NM_001169385,8674054,2,322,35,50
NM_001298655,8674116,2,553,98,215
NM_001169386,8674116,2,411,98,73
NR_124047,19835285,1,1122,0,0
NM_134929,33556,8,3341,322,1117
NM_205903,33556,8,3377,358,1117
NM_134935,33562,8,2973,29,226
NM_134937,33564,3,1511,101,72
NM_078743,33565,2,3843,473,1048
NM_164536,33565,3,3710,340,1048
NR_047879,12798542,1,111,0,0
NM_001298658,33567,2,2611,110,509
NM_134938,33567,2,2529,110,427
NM_134940,33570,2,1402,240,199
NM_001014463,33571,16,5214,343,1571
NM_001347756,33571,16,5073,274,533
NM_164541,33571,16,5077,350,533
NM_164542,33571,16,5073,343,533
NM_001038783,33571,15,5641,674,1571
NM_001144308,33571,17,5020,386,533
NM_164540,33571,16,5404,674,533
NM_001201757,33571,9,3136,343,120
NM_001144309,33571,9,3525,729,120
NR_163230,39877421,1,151,0,0
NM_164543,33572,2,978,30,114
NM_001298660,326262,6,3934,124,261
NM_175954,326262,6,3784,124,111
NM_134943,33574,1,2379,188,160
NM_134945,33576,3,1390,96,73
NM_134947,33578,6,2543,31,166
NR_124054,19836215,1,233,0,0
NM_057534,33581,2,2611,590,284
NR_156775,36786375,1,402,0,0
NR_073711,14462686,2,1704,0,0
NM_164546,33583,2,2347,398,770
NM_001347751,33585,2,480,147,39
NM_134950,33585,2,531,198,39
NM_001014464,44817,7,3886,377,704
NM_001369955,44817,7,2467,347,704
NM_058141,44817,8,3778,389,704
NM_058142,44817,7,4338,829,704
NM_134319,44817,8,4218,829,704
NM_205907,44817,8,3826,437,704
NM_001347740,44817,8,3436,503,704
NM_001369954,44817,8,2737,326,704
NM_205906,44817,9,4316,345,704
NM_001369953,44817,9,3016,605,704
NM_058139,44817,10,4595,624,704
NM_205904,44817,10,4581,610,704
NM_001169387,44817,8,3223,377,161
NR_047881,12798548,1,107,0,0
NM_001169388,8673984,2,522,20,136
NM_001169389,8674028,2,384,14,34
NM_001169390,8674094,2,456,66,57
NM_001169391,8673990,2,386,54,29
NM_001298664,33589,2,350,47,63
NM_134953,33589,2,335,47,48
NM_134954,33590,2,423,14,142
NM_001258928,318936,2,653,45,371
NM_001042865,318936,2,342,29,76
NM_001258929,12798550,2,532,212,32
NM_134955,33591,2,325,55,21
NM_001298665,33592,2,381,60,72
NM_134956,33592,2,359,60,50
NM_134957,33593,1,571,41,131
NM_001298666,33593,1,631,101,131
NM_134958,33594,2,577,52,135
NM_164549,261616,2,1137,515,313
NM_001298667,261616,2,918,515,94
NM_164550,261617,2,383,24,29
NM_175955,44637,12,3236,130,124
NM_001298668,319045,3,777,84,231
NM_001201759,319045,2,391,84,115
NM_164552,319045,2,661,84,115
NM_001298669,319045,2,900,323,115
NM_144380,53543,1,974,45,80
NR_073712,14462688,1,529,0,0
NM_134965,33606,4,2418,80,193
NR_124057,19836026,2,532,0,0
NR_124059,19835482,2,649,0,0
NR_124060,19836088,1,695,0,0
NR_073715,14462691,2,566,0,0
NM_001273082,319046,2,885,123,282
NM_164564,319046,2,676,123,73
NM_001144313,33611,6,3059,76,184
NM_057618,33611,8,3861,511,170
NM_164567,33611,8,3629,309,170
NM_001144314,33611,7,3713,219,170
NM_001144315,33611,8,4286,219,170
NM_164566,33611,9,4305,511,170
NM_001144311,33611,9,4294,281,170
NM_001144312,33611,9,4537,281,170
NM_164565,33611,8,3721,281,170
NM_001258937,33613,9,7149,546,2631
NM_134968,33613,10,4925,546,35
NM_164569,33613,10,4922,546,779
NM_164568,326159,1,2493,108,108
NR_124062,19835330,2,955,0,0
NM_078746,33623,5,1197,0,0
NR_133067,26067122,2,697,0,0
NM_164570,319048,2,1333,99,166
NM_164571,319048,2,1477,243,166
NM_164575,33626,12,3089,483,602
NM_001273086,33626,11,2576,321,602
NM_001103607,33626,13,2808,388,416
NM_134974,33626,12,2868,448,416
NM_164572,33626,11,2532,448,416
NM_001273087,33626,12,2818,413,416
NM_164573,33626,12,2741,321,416
NM_164574,33626,12,2776,356,416
NM_058149,33627,9,16852,680,728
NM_001273088,33628,2,2252,92,234
NM_134975,33628,2,2369,209,234
NR_124064,19835304,1,807,0,0
NR_073718,14462696,2,1071,0,0
NR_124066,19835379,1,366,0,0
NR_124067,19835981,1,388,0,0
NR_124068,19835050,1,498,0,0
NR_073719,14462697,2,1094,0,0
NM_134977,33631,3,1436,25,343
NM_001298671,33631,4,1595,184,343
NR_144659,19834826,2,2024,0,0
NR_144660,19834826,2,2837,0,0
NM_134980,33639,1,1940,22,61
NM_164581,33639,2,1961,43,61
NM_134981,33640,4,2960,84,212
NM_134982,33641,2,831,62,157
NM_001273093,33641,3,811,42,157
NM_134984,33643,5,867,86,106
NM_001273096,33646,4,6283,1065,2137
NM_134987,33646,5,5748,530,2137
NM_001169399,8674016,2,578,9,41
NM_001258940,8674016,2,564,9,27
NM_134989,33648,2,1749,73,200
NM_134991,33650,3,1846,208,318
NM_134992,33651,2,3335,87,221
NM_134993,33652,2,1224,91,122
NM_057881,33653,4,1038,153,189
NM_057880,33653,4,984,155,133
NM_057615,33654,4,586,26,110
NM_001298672,33654,4,613,53,110
NM_001201760,33654,4,633,73,110
NR_002508,3772112,1,72,0,0
NM_001273099,318825,3,896,70,409
NM_175957,318825,3,511,70,24
NM_001298673,318825,3,547,106,24
NM_134995,33656,2,1278,34,167
NM_001273100,33656,2,1731,487,167
NM_057665,33659,8,2272,161,134
NM_057664,33659,10,3664,698,134
NM_175958,33659,10,3452,486,134
NM_001169400,33659,10,3436,500,104
NM_175959,33659,10,3458,522,104
NM_001273103,318824,82,71382,456,2076
NM_001273106,318824,76,69435,456,2076
NM_001273107,318824,71,67506,456,2076
NM_001273108,318824,80,63747,456,2076
NM_001273112,318824,71,50529,456,2076
NM_001273109,318824,64,56567,446,2076
NM_001273110,318824,44,47000,446,2076
NM_001258947,318824,47,48068,674,2076
NM_001258946,318824,47,47440,456,67
NM_001258950,318824,40,26263,456,67
NM_001273102,318824,66,62656,456,67
NM_001273104,318824,81,69016,456,67
NM_001273105,318824,78,56449,456,67
NM_001273113,318824,67,59206,456,67
NM_001273101,318824,82,68745,446,67
NM_001273111,318824,76,54801,446,67
NM_134998,33661,1,500,115,64
NR_073720,14462698,2,647,0,0
NR_124075,19835629,1,462,0,0
NR_156780,36786380,1,732,0,0
NM_078748,33669,2,1352,88,172
NM_135007,33671,2,1685,102,95
NM_135008,33672,2,591,17,157
NM_001298677,33675,2,1985,169,94
NM_135011,33675,2,1995,32,94
NM_175961,33676,7,2672,364,955
NM_001273117,33678,3,1652,480,476
NM_135014,33678,3,1279,107,476
NR_124076,19835041,1,235,0,0
NM_135016,33680,5,2387,79,271
NR_047888,12798558,1,66,0,0
NM_001273119,33682,3,1352,86,270
NM_135018,33682,3,1185,86,103
NR_047890,12798559,1,60,0,0
NM_001273121,33683,8,2938,26,122
NM_001273120,33683,9,3446,480,122
NM_001273122,33683,9,3139,212,122
NM_135019,33683,10,3004,77,122
NM_135020,33684,5,2077,178,405
NM_164597,33684,5,2213,314,405
NM_001273126,33686,10,2878,230,752
NM_135022,33686,9,3019,305,752
NM_001273124,33686,9,2351,245,144
NM_164599,33686,9,2328,222,144
NM_001273125,33686,8,2264,230,144
NM_164598,33686,9,2336,230,144
NM_001169403,33686,8,3034,230,476
NM_078749,33688,2,924,56,73
NM_175963,33692,4,4231,652,2130
NM_001273128,33692,4,3576,369,1911
NM_001363925,33692,4,3703,343,1746
NM_078750,33692,4,3763,319,1911
NM_175964,33692,4,3679,319,1911
NM_175965,33692,4,3703,343,1911
NM_164602,33696,4,1231,105,358
NM_001103616,33696,4,1089,168,153
NM_135030,33696,4,1011,90,153
NM_164601,33696,4,1061,140,153
NM_135032,249663,10,3340,210,589
NM_001298678,249663,10,3422,292,589
NM_135031,249663,10,3246,406,428
NM_001273130,249663,11,3534,1129,428
NM_001273131,249663,11,3462,595,428
NM_164603,249663,11,3390,523,428
NM_175966,249663,11,3474,607,428
NM_175967,249663,11,3512,645,428
NM_175968,249663,11,3458,591,428
NM_135034,33700,7,2888,109,238
NM_078752,33703,4,875,86,45
NM_001042867,33705,2,1241,111,188
NM_135036,33705,2,1453,111,382
NM_135037,33706,1,827,19,31
NM_001298679,33707,1,894,22,41
NM_135038,33707,1,884,22,31
NM_001038784,33708,1,866,21,44
NR_073721,14462700,2,1398,0,0
NM_078754,33710,3,1177,82,114
NM_135040,33711,2,1041,110,175
NM_143776,46066,2,1049,189,77
NM_164605,46066,2,1082,189,77
NM_001273133,46066,3,1089,229,77
NM_135044,33716,3,1561,94,279
NM_135046,33718,3,769,111,82
NM_001273135,33719,1,2075,413,171
NM_164608,33719,2,2007,345,171
NM_164607,33719,1,1775,137,147
NM_135047,33719,2,1952,314,147
NM_205908,33721,5,2271,196,1400
NM_001169406,33721,7,2311,206,1400
NM_175974,33721,5,1267,91,567
NM_175973,33721,5,1428,192,567
NM_001169407,33721,5,1475,239,567
NM_175971,33721,6,1511,239,567
NM_001169405,33721,7,1495,223,567
NM_175970,33721,7,1539,267,567
NM_175969,33721,5,2700,345,567
NM_175972,33721,6,1000,201,124
NM_001169404,33721,6,2231,345,62
NM_001144319,7354403,2,846,68,556
NM_135051,326171,2,846,344,46
NM_001273143,33726,9,6430,240,367
NM_057842,33726,9,6376,186,367
NM_001273142,33726,9,6355,165,367
NM_001169408,326150,4,1615,352,234
NM_001169409,326150,4,1515,252,234
NM_001273146,326150,4,1509,255,234
NM_135055,326150,4,1521,258,234
NM_164620,326150,4,1638,375,234
NM_164619,326150,4,1647,384,234
NM_001169410,326150,4,1614,351,234
NM_001169413,33732,2,2192,104,546
NM_001273152,33732,4,2567,479,546
NM_135057,33732,3,2447,98,546
NM_001298681,33732,3,2236,148,546
NM_205909,45682,3,1182,45,120
NM_080095,45682,3,1496,359,120
NM_135059,33735,1,438,64,92
NM_135060,326172,1,2267,112,265
NM_135061,33738,3,1208,170,111
NR_124077,19836150,1,334,0,0
NR_073722,14462702,1,807,0,0
NR_124078,19835276,1,223,0,0
NM_001042873,326151,9,4340,734,1713
NM_135062,326151,10,4364,758,1713
NM_001298684,33744,3,867,61,425
NM_135065,33744,3,544,61,102
NM_001298685,33744,3,630,147,102
NM_001298687,33750,7,1429,9,94
NM_135069,33750,7,1768,144,94
NM_001298688,33750,7,1894,270,94
NM_001298686,33750,7,2119,495,94
NM_001298689,33751,5,1139,28,94
NM_001042874,33751,5,1116,28,71
NM_175978,33753,3,3616,993,1093
NM_175977,33753,4,3129,440,1093
NM_175976,33753,4,2885,64,1093
NM_175975,33753,4,2846,61,1093
NM_164638,33757,7,4065,16,950
NM_001201770,33757,7,4549,359,950
NM_001273163,33757,7,4525,359,950
NM_001273164,33757,8,4666,359,950
NM_164637,33757,7,4585,359,950
NM_001201769,33757,4,2514,16,188
NM_057568,33757,4,3010,359,188
NR_124081,19835753,2,1161,0,0
NR_124082,19835753,2,764,0,0
NR_124084,19836028,1,443,0,0
NM_001273165,33760,4,2616,282,999
NM_135076,33760,4,1798,282,181
NM_001258955,33761,6,10041,717,2523
NM_001103618,33761,6,9904,717,1783
NM_135077,33761,6,9090,717,1575
NM_001298696,33763,3,617,211,100
NM_135078,33763,3,652,246,100
NM_001258960,33765,5,2703,943,398
NM_001258961,33765,5,2754,994,398
NM_001298697,33765,5,2908,1148,398
NM_164640,33765,5,2650,890,398
NM_135079,33765,5,2429,669,398
NM_164641,33765,5,2519,759,398
NM_135080,33766,3,2054,179,93
NR_124086,19835196,2,1920,0,0
NR_124087,19835196,1,1980,0,0
NR_124089,14462705,1,561,0,0
NR_047895,12798562,3,1515,0,0
NR_003756,5740587,1,116,0,0
NM_135085,33772,3,888,84,93
NM_135087,33774,7,2168,82,97
NR_124091,19835676,2,1054,0,0
NM_135090,33777,1,1604,76,94
NM_135092,33779,2,836,32,72
NM_135093,33780,4,2148,86,610
NM_164647,33781,7,1657,77,305
NM_164648,33781,8,1760,180,305
NM_001273171,33781,7,2270,187,1165
NM_164646,33781,8,1596,187,134
NM_135095,33784,1,1127,28,112
NM_135097,33786,2,955,135,94
NR_124092,19834901,1,945,0,0
NM_135099,33790,2,1482,170,145
NM_164651,33790,2,1477,165,145
NM_164652,33790,2,1474,162,145
NM_001298701,33791,2,1243,123,154
NM_135100,33791,2,1209,123,120
NM_135102,33793,12,2988,384,1251
NM_001201772,33793,12,2335,384,598
NR_124094,19835587,1,487,0,0
NM_001298702,19836250,3,2501,22,987
NM_001298703,19836250,3,1575,22,61
NM_164653,33795,13,2881,430,630
NR_124095,19835514,2,980,0,0
NR_124096,19834869,1,331,0,0
NR_124098,19835425,1,892,0,0
NR_124099,19835425,1,641,0,0
NM_001103620,33799,5,1090,30,142
NM_001169418,33800,4,1941,233,280
NM_001273173,33800,4,1999,291,280
NM_164657,33800,3,1995,233,280
NM_001169419,33800,4,1898,190,280
NM_135108,33800,3,1952,190,280
NM_001273175,33802,1,2397,59,1048
NM_135109,33802,1,1591,59,242
NM_164658,33803,10,2898,308,454
NM_135110,33803,11,3025,435,454
NM_164659,33806,2,998,127,121
NM_135113,33806,2,994,127,138
NM_001169420,33807,8,4266,317,2314
NM_001273176,33807,6,3736,377,1724
NM_001273177,33807,6,3950,591,1724
NM_164660,33807,7,3129,431,1063
NM_135114,33807,8,3090,392,1063
NM_001273178,33808,3,1297,89,260
NM_135115,33808,2,1396,89,353
NM_001298710,318868,2,474,58,158
NM_001298711,318868,2,489,58,158
NM_164663,318868,2,480,58,158
NM_001298713,33814,5,2268,564,411
NM_135121,33814,4,2215,511,411
NM_001169421,8674095,3,309,23,31
NR_124104,19834942,2,718,0,0
NR_124105,19834942,2,408,0,0
NM_134272,33816,2,504,25,206
NM_057297,33816,2,453,25,155
NM_001298717,33816,2,408,25,110
NM_057296,33817,2,958,25,138
NR_124107,19835589,1,432,0,0
NM_001298718,33818,2,1382,28,403
NM_135123,33818,2,1201,28,222
NR_073727,14462707,2,1157,0,0
NR_073728,14462707,2,1182,0,0
NM_135125,33820,1,1363,45,121
NM_135126,33822,2,724,128,338
NM_164665,33822,2,719,123,338
NR_073729,14462708,1,757,0,0
NM_001273181,8673981,2,612,50,196
NM_001169422,8673981,2,435,30,39
NR_124111,19835867,2,697,0,0
NM_135128,33826,3,1041,241,302
NM_144294,50423,1,331,14,23
NM_135129,33828,1,627,40,41
NM_001273186,33829,1,745,81,238
NM_057435,33829,1,641,81,134
NM_001273187,33830,1,1236,39,51
NM_135130,33830,2,1543,346,51
NM_001201774,33831,2,2310,202,128
NM_001258974,33831,2,2305,197,128
NM_135131,33831,2,2313,205,128
NR_047908,12798571,1,1167,0,0
NM_205913,33834,4,2091,248,1462
NM_134304,33834,4,1402,344,677
NM_164667,33834,4,1513,455,677
NM_001258977,33834,4,1275,324,570
NM_057668,33834,4,1005,250,374
NM_001258976,33834,4,988,354,253
NM_001298720,33837,5,7004,245,1242
NM_001258981,33837,5,6941,245,1179
NM_164671,33837,5,5831,113,201
NM_001258980,33837,5,5841,123,201
NM_001258979,33837,5,5851,133,201
NM_078762,33837,5,5963,245,201
NM_001273191,33839,6,2339,138,188
NM_135134,33839,6,2345,138,188
NM_001273192,33840,9,3470,664,544
NM_135135,33840,9,3481,102,544
NM_164672,33840,6,2998,333,403
NM_078764,33841,3,1662,209,196
NM_164673,33843,2,1534,75,658
NM_135137,33843,2,922,75,46
NM_001298721,33844,7,1833,100,92
NM_135138,33844,7,1809,100,101
NM_001298722,33845,2,2230,204,166
NM_078765,33845,2,2067,106,101
NM_135139,33846,1,906,87,132
NM_164676,33847,3,4277,79,133
NM_057864,33847,4,4281,83,133
NM_164675,33847,4,4337,139,133
NR_047909,12798572,1,87,0,0
NM_001298724,44132,1,1419,234,537
NM_001103624,44132,2,1703,653,402
NM_001144321,44132,1,2056,1006,402
NM_001144322,5740203,1,2056,63,1459
NM_001298725,5740203,2,1703,63,1088
NM_079966,44132,2,1162,115,399
NM_164677,44132,1,1281,234,399
NM_001103625,5740203,1,655,63,58
NM_001298728,33852,4,1553,33,95
NM_135143,33852,4,1590,70,95
NM_135145,33854,3,2285,188,126
NM_135147,33856,2,870,15,99
NM_135149,33858,3,747,57,18
NM_001298733,33858,3,787,97,18
NR_073731,14462710,1,546,0,0
NM_135151,33862,4,2078,270,470
NM_164681,33862,5,1983,175,470
NM_135153,33865,4,1602,34,53
NM_001298736,33865,4,1724,39,53
NM_001201775,10178891,3,2650,101,2015
NM_135154,33866,3,2650,637,39
NR_124113,19835186,1,417,0,0
NR_124114,19835782,1,443,0,0
NM_164687,318866,3,633,213,243
NM_164686,318866,3,487,131,179
NM_135162,33875,2,877,37,78
NR_167820,54520478,1,431,0,0
NM_001273196,14462712,1,375,49,80
NM_135169,33882,7,4455,284,412
NM_001273198,33882,8,4546,375,412
NM_001273201,33884,3,1774,276,244
NM_135170,33884,3,1383,3,126
NM_135171,33885,3,1514,73,166
NM_135172,33886,5,1722,0,0
NM_135174,33888,4,1148,23,246
NR_124116,19835343,2,1564,0,0
NR_124117,19835343,2,1048,0,0
NM_001144327,7354433,10,3150,677,1069
NM_135179,33893,1,2078,0,110
NM_135180,33894,1,1397,156,35
NM_001298741,33896,6,7018,194,257
NM_057685,33896,6,6929,194,168
NM_001298742,33898,10,2361,61,188
NM_001144328,33898,8,2237,13,49
NM_135183,33898,9,2222,61,49
NM_001273202,33898,9,2603,442,49
NM_001298743,33899,6,3700,332,1388
NM_001273203,33899,6,3358,332,902
NM_135184,33899,6,3358,332,1046
NM_135186,33901,6,2252,437,513
NM_001273204,33901,6,1927,415,210
NM_135187,33902,3,1369,90,307
NM_001273205,33902,3,1221,90,159
NM_164690,33903,3,1921,162,307
NM_001298744,33903,3,2064,305,307
NM_135188,33903,3,2030,213,254
NM_001201777,33904,4,1888,230,305
NM_135189,33904,3,1944,230,361
NM_135190,33905,4,2019,136,452
NM_001298745,33905,4,2128,245,452
